text,keywords_indices,keywords_count
"['do', 'you', 'want', 'to', 'know', 'if', 'there', 'are', 'current', 'civil', 'rights', 'movements']","[10, 11]",2
"['no', 'what', 'did', 'martin', 'luther', 'king', 'contribute', 'to', 'the', 'civil', 'rights', 'movement']","[9, 11]",2
"['what', 'was', 'martin', 'luther', 'king', 'jr', 's', 'contribution', 'to', 'the', 'us', 'civil', 'rights', 'movement']","[10, 11, 13]",3
"['do', 'you', 'want', 'to', 'know', 'who', 'started', 'the', 'movement']",[8],1
"['no', 'i', 'am', 'only', 'interested', 'in', 'martin', 'luther', 'king', 'jrs', 'contribution']","[4, 9]",2
"['what', 'was', 'martin', 'luther', 'king', 'jr', 's', 'contribution', 'to', 'the', 'us', 'civil', 'rights', 'movement']","[3, 13]",2
"['do', 'you', 'want', 'to', 'know', 'who', 'the', 'people', 'were', 'who', 'started', 'the', 'civil', 'rights', 'movement']","[12, 14]",2
"['i', 'am', 'interested', 'in', 'one', 'specific', 'figure', 'from', 'the', 'civil', 'rights', 'movement']","[5, 9, 11]",3
"['what', 'was', 'martin', 'luther', 'king', 'jr', 's', 'contribution', 'to', 'the', 'us', 'civil', 'rights', 'movement']","[3, 7, 10]",3
"['is', 'there', 'any', 'specific', 'historical', 'movement', 'on', 'your', 'mind']","[3, 5]",2
"['i', 'am', 'interested', 'in', 'the', 'civil', 'rights', 'movement']","[5, 7]",2
"['what', 'was', 'martin', 'luther', 'king', 'jr', 's', 'contribution', 'to', 'the', 'us', 'civil', 'rights', 'movement']","[11, 13]",2
"['i', 'would', 'like', 'to', 'know', 'about', 'martin', 'luther', 'king', 'jr']",[9],1
"['what', 'was', 'martin', 'luther', 'king', 'jr', 's', 'contribution', 'to', 'the', 'us', 'civil', 'rights', 'movement']",[7],1
"['which', 'countrys', 'civil', 'rights', 'movement', 'are', 'you', 'interested', 'in']","[2, 4]",2
"['i', 'an', 'interested', 'in', 'the', 'us', 'civil', 'rights', 'movement', 'and', 'in', 'finding', 'out', 'just', 'what', 'exactly', 'was', 'martin', 'luthur', 'king', 'jrs', 'contribution']","[6, 8, 21]",3
"['what', 'was', 'martin', 'luther', 'king', 'jr', 's', 'contribution', 'to', 'the', 'us', 'civil', 'rights', 'movement']","[5, 11, 13]",3
"['what', 'is', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']",[6],1
"['are', 'you', 'interested', 'in', 'knowing', 'what', 'started', 'the', 'civil', 'rights', 'movement']","[4, 9, 10]",3
"['no', 'i', 'want', 'to', 'know', 'about', 'the', 'little', 'rock', 'nine']",[4],1
"['what', 'is', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']","[3, 6, 8]",3
"['would', 'you', 'like', 'to', 'know', 'about', 'any', 'specific', 'acts']",[4],1
"['i', 'dont', 'know']","[1, 2]",2
"['what', 'is', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']",[8],1
"['would', 'you', 'like', 'to', 'know', 'what', 'happened', 'during', 'the', 'civil', 'rights', 'movement']","[2, 4, 10]",3
"['just', 'the', 'little', 'rock', 'nine']",[2],1
"['what', 'is', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']",[8],1
"['would', 'you', 'like', 'to', 'know', 'when', 'the', 'civil', 'rights', 'movement', 'began']","[7, 9, 10]",3
"['no', 'i', 'am', 'interested', 'in', 'the', 'little', 'rock', 'nine']",[8],1
"['what', 'is', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']",[8],1
"['do', 'you', 'want', 'the', 'history', 'of', 'the', 'civil', 'right', 'movement']","[7, 8, 9]",3
"['yes', 'specifically', 'the', 'history', 'of', 'the', 'little', 'rock', '9']",[8],1
"['what', 'is', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']","[6, 8]",2
"['do', 'you', 'want', 'to', 'know', 'about', 'specific', 'key', 'people']",[4],1
"['i', 'want', 'to', 'know', 'about', 'the', 'general', 'history']",[3],1
"['what', 'is', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']",[8],1
"['do', 'you', 'want', 'to', 'know', 'if', 'there', 'are', 'current', 'civil', 'rights', 'movements']","[2, 4, 9]",3
"['no', 'the', 'history', 'relating', 'to', 'the', 'little', 'rock', 'nine']",[2],1
"['what', 'is', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']",[6],1
"['do', 'you', 'want', 'to', 'know', 'who', 'started', 'the', 'movement']","[2, 4, 8]",3
"['no', 'i', 'want', 'to', 'know', 'more', 'about', 'the', 'little', 'rock', 'nine']",[2],1
"['what', 'is', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']",[6],1
"['do', 'you', 'want', 'to', 'know', 'who', 'the', 'people', 'were', 'who', 'started', 'the', 'civil', 'rights', 'movement']","[2, 4, 12]",3
"['no', 'i', 'need', 'to', 'know', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']",[2],1
"['what', 'is', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']",[8],1
"['is', 'there', 'any', 'specific', 'historical', 'movement', 'on', 'your', 'mind']","[3, 4, 5]",3
"['im', 'interested', 'in', 'little', 'rock', 'nine']",[5],1
"['what', 'is', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']",[6],1
"['what', 'would', 'you', 'like', 'to', 'know', 'about', 'the', 'civil', 'right', 'movement']",[5],1
"['i', 'would', 'like', 'to', 'know', 'about', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']",[4],1
"['what', 'is', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']",[8],1
"['which', 'countrys', 'civil', 'rights', 'movement', 'are', 'you', 'interested', 'in']","[3, 4]",2
"['the', 'united', 'states']",[1],1
"['what', 'is', 'the', 'history', 'of', 'the', 'little', 'rock', 'nine']",[8],1
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[3, 7, 8]",3
"['are', 'you', 'interested', 'in', 'a', 'list', 'of', 'companies', 'in', 'which', 'you', 'can', 'get', 'credit', 'reports']","[2, 5, 14]",3
"['no', 'i', 'am', 'interested', 'in', 'companies', 'where', 'i', 'can', 'get', 'a', 'free', 'credit', 'report']",[3],1
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[7, 8]",2
"['would', 'you', 'like', 'to', 'know', 'about', 'the', 'process', 'of', 'disputing', 'credit', 'report']","[7, 10, 11]",3
"['no', 'i', 'want', 'to', 'know', 'how', 'to', 'get', 'my', 'credit', 'report']","[9, 10]",2
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[5, 7, 8]",3
"['would', 'you', 'like', 'to', 'know', 'more', 'about', 'a', 'certain', 'credit', 'reporting', 'company']","[0, 8, 9]",3
"['no', 'i', 'want', 'to', 'know', 'where', 'to', 'go', 'to', 'sign', 'up', 'for', 'my', 'free', 'annual', 'credit', 'report']","[4, 7, 15]",3
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[3, 7, 8]",3
"['would', 'you', 'like', 'to', 'know', 'more', 'about', 'free', 'credit', 'reports']","[2, 4, 8]",3
['yes'],[0],1
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[3, 7, 8]",3
"['would', 'you', 'want', 'to', 'know', 'credit', 'report', 'scores']","[2, 4, 6]",3
"['yes', 'but', 'at', 'no', 'cost']",[4],1
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[7, 8]",2
"['would', 'you', 'want', 'to', 'know', 'what', 'is', 'in', 'a', 'credit', 'report']","[0, 9, 10]",3
"['i', 'already', 'know']",[2],1
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']",[7],1
"['may', 'i', 'provide', 'you', 'a', 'list', 'of', 'best', 'credit', 'reporting', 'agencies']","[5, 7, 8]",3
"['no', 'i', 'just', 'want', 'to', 'know', 'where', 'to', 'obtain', 'my', 'report', 'for', 'free']",[3],1
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[3, 7, 8]",3
"['are', 'you', 'interested', 'in', 'learning', 'how', 'to', 'read', 'your', 'credit', 'report']",[2],1
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[7, 8]",2
"['are', 'you', 'interested', 'in', 'learning', 'if', 'your', 'credit', 'report', 'is', 'safe']",[2],1
"['no', 'i', 'am', 'interested', 'in', 'learning', 'about', 'my', 'credit', 'report', 'score']",[3],1
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[6, 7, 8]",3
"['are', 'you', 'wanting', 'a', 'copy', 'of', 'your', 'credit', 'report']",[7],1
"['yes', 'i', 'want', 'a', 'copy', 'of', 'it']",[2],1
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[7, 8]",2
"['do', 'you', 'want', 'information', 'on', 'how', 'to', 'keep', 'your', 'credit', 'report', 'good']","[7, 9]",2
"['no', 'i', 'want', 'to', 'know', 'how', 'to', 'get', 'a', 'free', 'credit', 'report']","[2, 4]",2
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[7, 8]",2
"['do', 'you', 'want', 'information', 'on', 'what', 'is', 'in', 'a', 'credt', 'report']",[10],1
"['no', 'i', 'want', 'to', 'know', 'how', 'to', 'get', 'mine', 'for', 'free']","[2, 7, 10]",3
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[7, 8]",2
"['do', 'you', 'want', 'to', 'know', 'how', 'to', 'obtain', 'someones', 'credit', 'report']","[7, 9, 10]",3
"['yes', 'mine']",[1],1
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[7, 8]",2
"['wou', 'you', 'like', 'to', 'know', 'more', 'about', '3in1', 'credit', 'reports']","[2, 4, 9]",3
"['yes', 'i', 'need', 'to', 'know', 'more', 'about', '3in1', 'credit', 'reports']","[2, 4, 9]",3
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[5, 7, 8]",3
"['would', 'you', 'like', 'to', 'know', 'about', 'credit', 'scores']","[2, 6, 7]",3
"['yes', 'i', 'would', 'like', 'to', 'know', 'when', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[3, 11, 13]",3
"['how', 'do', 'i', 'get', 'my', 'free', 'annual', 'credit', 'report']","[7, 8]",2
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[10, 11, 12]",3
"['are', 'you', 'interested', 'in', 'a', 'list', 'of', 'companies', 'in', 'which', 'you', 'can', 'get', 'credit', 'reports']","[2, 13, 14]",3
"['no', 'i', 'just', 'want', 'the', 'customer', 'service', 'contact']",[5],1
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[1, 9, 12]",3
"['would', 'you', 'like', 'to', 'know', 'about', 'the', 'process', 'of', 'disputing', 'credit', 'report']","[0, 7, 11]",3
['yes'],[0],1
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[1, 9, 11]",3
"['would', 'you', 'like', 'to', 'know', 'more', 'about', 'a', 'certain', 'credit', 'reporting', 'company']","[2, 8, 9]",3
"['no', 'just', 'the', 'customer', 'service', 'info']",[4],1
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[1, 9, 12]",3
"['would', 'you', 'like', 'to', 'know', 'more', 'about', 'free', 'credit', 'reports']","[0, 7, 8]",3
"['no', 'i', 'just', 'need', 'contact', 'info']",[3],1
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[1, 9, 12]",3
"['would', 'you', 'want', 'to', 'know', 'credit', 'report', 'scores']","[5, 7]",2
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[1, 9, 12]",3
"['no', 'i', 'need', 'contact', 'information']",[2],1
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[1, 9, 11]",3
"['i', 'need', 'a', 'list', 'of', 'the', '3', 'major', 'agencies', 'contact', 'information']","[1, 7]",2
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']",[4],1
"['are', 'you', 'interested', 'in', 'learning', 'how', 'to', 'read', 'your', 'credit', 'report']",[2],1
"['no', 'just', 'give', 'me', 'customer', 'service', 'contact', 'informaiton', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[2, 12, 13]",3
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[1, 9, 12]",3
"['are', 'you', 'interested', 'in', 'learning', 'if', 'your', 'credit', 'report', 'is', 'safe']","[2, 7, 8]",3
['maybe'],[0],1
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[10, 11]",2
"['not', 'yet', 'i', 'just', 'want', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'agencies']","[12, 13]",2
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[9, 11]",2
"['do', 'you', 'want', 'information', 'on', 'how', 'to', 'keep', 'your', 'credit', 'report', 'good']",[11],1
"['no', 'but', 'can', 'you', 'give', 'me', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[10, 11, 12]",3
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[4, 9]",2
"['do', 'you', 'want', 'information', 'on', 'what', 'is', 'in', 'a', 'credt', 'report']",[10],1
"['no', 'i', 'need', 'the', 'customer', 'services', 'information', 'for', 'all', 'three', 'major', 'credit', 'reporting', 'agencies']","[2, 6, 12]",3
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[1, 9, 11]",3
"['do', 'you', 'want', 'to', 'know', 'how', 'to', 'obtain', 'someones', 'credit', 'report']","[7, 9, 10]",3
"['yes', 'i', 'believe', 'i', 'do']",[0],1
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[9, 11, 12]",3
"['wou', 'you', 'like', 'to', 'know', 'more', 'about', '3in1', 'credit', 'reports']","[2, 8]",2
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[1, 9, 12]",3
"['would', 'you', 'like', 'to', 'know', 'about', 'credit', 'scores']","[0, 6]",2
"['yes', 'specifically', 'contact', 'info', 'to', 'credit', 'reporting', 'agencies']","[2, 5, 6]",3
"['i', 'need', 'the', 'customer', 'service', 'contact', 'information', 'for', 'the', 'three', 'major', 'credit', 'reporting', 'agencies']","[9, 11, 12]",3
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']","[4, 5]",2
"['are', 'you', 'interested', 'in', 'a', 'list', 'of', 'companies', 'in', 'which', 'you', 'can', 'get', 'credit', 'reports']","[2, 12, 13]",3
['yes'],[0],1
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']",[4],1
"['would', 'you', 'like', 'to', 'know', 'about', 'the', 'process', 'of', 'disputing', 'credit', 'report']","[9, 11]",2
['yes'],[0],1
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']",[4],1
"['would', 'you', 'like', 'to', 'know', 'more', 'about', 'a', 'certain', 'credit', 'reporting', 'company']",[9],1
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']",[4],1
"['would', 'you', 'like', 'to', 'know', 'more', 'about', 'free', 'credit', 'reports']","[8, 9]",2
"['no', 'i', 'am', 'looking', 'for', 'information', 'on', 'who', 'i', 'can', 'contact', 'because', 'there', 'is', 'an', 'error', 'on', 'my', 'credit', 'report']",[15],1
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']","[4, 5]",2
"['would', 'you', 'want', 'to', 'know', 'credit', 'report', 'scores']","[2, 6]",2
"['no', 'i', 'want', 'to', 'know', 'how', 'to', 'dispute', 'information', 'on', 'credit', 'reports']",[10],1
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']",[4],1
"['would', 'you', 'want', 'to', 'know', 'what', 'is', 'in', 'a', 'credit', 'report']","[9, 10]",2
"['no', 'i', 'want', 'to', 'know', 'how', 'to', 'dispute', 'my', 'credit', 'report']","[7, 10]",2
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']",[4],1
"['may', 'i', 'provide', 'you', 'a', 'list', 'of', 'best', 'credit', 'reporting', 'agencies']","[2, 7]",2
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']","[4, 5]",2
"['are', 'you', 'interested', 'in', 'learning', 'how', 'to', 'read', 'your', 'credit', 'report']","[2, 4, 7]",3
"['no', 'i', 'need', 'to', 'dispute', 'credit', 'report', 'information']","[2, 6, 7]",3
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']","[4, 5]",2
"['are', 'you', 'interested', 'in', 'learning', 'if', 'your', 'credit', 'report', 'is', 'safe']","[2, 7, 8]",3
['yes'],[0],1
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']","[4, 5, 6]",3
"['are', 'you', 'wanting', 'a', 'copy', 'of', 'your', 'credit', 'report']","[2, 4, 8]",3
"['no', 'i', 'want', 'to', 'know', 'how', 'to', 'dispute', 'information']",[7],1
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']","[4, 5]",2
"['do', 'you', 'want', 'information', 'on', 'how', 'to', 'keep', 'your', 'credit', 'report', 'good']","[7, 10]",2
"['no', 'i', 'want', 'information', 'on', 'how', 'to', 'dispute', 'credit', 'report', 'information']","[8, 9]",2
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']","[3, 4]",2
"['do', 'you', 'want', 'information', 'on', 'what', 'is', 'in', 'a', 'credt', 'report']","[2, 10]",2
"['no', 'how', 'to', 'dispute', 'that', 'information']",[3],1
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']","[4, 5]",2
"['do', 'you', 'want', 'to', 'know', 'how', 'to', 'obtain', 'someones', 'credit', 'report']",[8],1
"['no', 'i', 'want', 'to', 'dispute', 'something', 'on', 'a', 'credit', 'report']","[4, 5, 8]",3
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']","[4, 5]",2
"['wou', 'you', 'like', 'to', 'know', 'more', 'about', '3in1', 'credit', 'reports']","[0, 9]",2
"['no', 'i', 'want', 'to', 'know', 'how', 'to', 'dispute', 'credit', 'report', 'information']","[2, 8]",2
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']",[4],1
"['would', 'you', 'like', 'to', 'know', 'about', 'credit', 'scores']","[4, 6]",2
"['can', 'you', 'tell', 'me', 'how', 'to', 'dispute', 'information', 'on', 'a', 'credit', 'report']",[10],1
"['how', 'do', 'you', 'dispute', 'credit', 'report', 'information']","[4, 5]",2
"['how', 'is', 'a', 'credit', 'score', 'determined']",[3],1
"['are', 'you', 'interested', 'in', 'a', 'list', 'of', 'companies', 'in', 'which', 'you', 'can', 'get', 'credit', 'reports']","[5, 13, 14]",3
"['no', 'i', 'want', 'to', 'know', 'how', 'they', 'come', 'up', 'with', 'the', 'credit', 'score', 'they', 'give', 'people']","[2, 14]",2
"['how', 'is', 'a', 'credit', 'score', 'determined']",[3],1
"['would', 'you', 'like', 'to', 'know', 'about', 'the', 'process', 'of', 'disputing', 'credit', 'report']","[4, 7, 11]",3
"['how', 'is', 'a', 'credit', 'score', 'determined']",[3],1
"['would', 'you', 'like', 'to', 'know', 'more', 'about', 'a', 'certain', 'credit', 'reporting', 'company']","[4, 9, 10]",3
"['no', 'i', 'want', 'to', 'know', 'what', 'goes', 'in', 'to', 'scoring', 'a', 'persons', 'credit']",[4],1
"['how', 'is', 'a', 'credit', 'score', 'determined']",[3],1
"['would', 'you', 'like', 'to', 'know', 'more', 'about', 'free', 'credit', 'reports']","[4, 8, 9]",3
"['no', 'but', 'i', 'would', 'like', 'to', 'learn', 'more', 'about', 'how', 'a', 'credit', 'score', 'is', 'determined']",[11],1
"['how', 'is', 'a', 'credit', 'score', 'determined']",[3],1
"['would', 'you', 'want', 'to', 'know', 'credit', 'report', 'scores']","[5, 6]",2
"['i', 'want', 'to', 'know', 'how', 'it', 'is', 'determined']",[1],1
"['how', 'is', 'a', 'credit', 'score', 'determined']",[3],1
"['would', 'you', 'want', 'to', 'know', 'what', 'is', 'in', 'a', 'credit', 'report']","[9, 10]",2
"['no', 'i', 'just', 'want', 'to', 'know', 'how', 'they', 'determine', 'the', 'credit', 'score', 'on', 'it']",[10],1
"['how', 'is', 'a', 'credit', 'score', 'determined']",[3],1
"['may', 'i', 'provide', 'you', 'a', 'list', 'of', 'best', 'credit', 'reporting', 'agencies']","[5, 7, 9]",3
"['i', 'want', 'to', 'know', 'how', 'a', 'credit', 'score', 'is', 'calculated']","[3, 6]",2
"['how', 'is', 'a', 'credit', 'score', 'determined']",[3],1
